jid,title,location,proj_quals,job_desc,start_date,end_date
J2274,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/18/2025,6/2/2025
J2275,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/10/2025,6/10/2025
J2276,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,1/8/2025,6/19/2025
J2277,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/14/2025,6/1/2025
J2278,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/5/2025,9/7/2025
J2279,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,2/19/2025,7/19/2025
J2280,Data Analyst,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,3/20/2025,9/5/2025
J2281,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,2/15/2025,7/18/2025
J2282,Data Scientist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,4/3/2025,8/18/2025
J2283,Software Engineer,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/19/2025,6/25/2025
J2284,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,2/16/2025,7/27/2025
J2285,Software Engineer,Ho Chi Minh,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/26/2025,9/7/2025
J2286,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/12/2025,7/16/2025
J2287,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/25/2025,6/23/2025
J2288,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/22/2025,7/15/2025
J2289,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,4/5/2025,6/6/2025
J2290,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,1/30/2025,6/25/2025
J2291,Software Engineer,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/18/2025,7/23/2025
J2292,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,2/4/2025,9/7/2025
J2293,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,4/9/2025,6/19/2025
J2294,Data Analyst,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,2/28/2025,6/18/2025
J2295,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,1/19/2025,7/9/2025
J2296,Data Scientist,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,3/18/2025,6/29/2025
J2297,Project Manager,Hanoi,"Java, SQL, Communication",Develop predictive models and report insights.,2/12/2025,8/19/2025
J2298,Data Analyst,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/21/2025,9/5/2025
J2299,Marketing Specialist,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,1/19/2025,6/13/2025
J2300,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/26/2025,8/1/2025
J2301,Data Analyst,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/9/2025,8/15/2025
J2302,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,3/11/2025,8/17/2025
J2303,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,1/11/2025,6/20/2025
J2304,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/10/2025,7/9/2025
J2305,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,1/28/2025,8/7/2025
J2306,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,4/11/2025,8/9/2025
J2307,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/10/2025,6/30/2025
J2308,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/6/2025,6/6/2025
J2309,Data Scientist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,4/1/2025,8/23/2025
J2310,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,4/7/2025,8/16/2025
J2311,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,4/5/2025,8/2/2025
J2312,Marketing Specialist,Ho Chi Minh,"Java, SQL, Communication",Analyze data and visualize results.,1/1/2025,7/18/2025
J2313,Data Analyst,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,2/15/2025,9/2/2025
J2314,Data Scientist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/23/2025,8/5/2025
J2315,Data Analyst,Da Nang,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,3/8/2025,8/29/2025
J2316,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,4/8/2025,9/1/2025
J2317,Project Manager,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/11/2025,7/30/2025
J2318,Software Engineer,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,4/7/2025,7/24/2025
J2319,Data Scientist,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/7/2025,6/11/2025
J2320,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/30/2025,8/12/2025
J2321,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/28/2025,8/2/2025
J2322,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/2/2025,6/27/2025
J2323,Software Engineer,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,4/10/2025,9/9/2025
J2324,Data Scientist,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/25/2025,8/11/2025
J2325,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,4/2/2025,6/12/2025
J2326,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/14/2025,6/29/2025
J2327,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,4/11/2025,9/9/2025
J2328,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/29/2025,6/3/2025
J2329,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/3/2025,8/31/2025
J2330,Data Analyst,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/17/2025,6/17/2025
J2331,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,4/6/2025,8/15/2025
J2332,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,2/6/2025,6/18/2025
J2333,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,3/25/2025,6/8/2025
J2334,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/1/2025,7/22/2025
J2335,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,1/15/2025,7/28/2025
J2336,Data Analyst,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,3/14/2025,8/7/2025
J2337,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/21/2025,7/4/2025
J2338,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/10/2025,7/13/2025
J2339,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/9/2025,6/12/2025
J2340,Data Analyst,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/14/2025,7/31/2025
J2341,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/18/2025,7/6/2025
J2342,Data Analyst,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/1/2025,8/28/2025
J2343,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/25/2025,7/12/2025
J2344,Data Analyst,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,1/6/2025,7/8/2025
J2345,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/26/2025,7/24/2025
J2346,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/28/2025,7/17/2025
J2347,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/8/2025,8/18/2025
J2348,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,3/21/2025,6/26/2025
J2349,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/20/2025,7/29/2025
J2350,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Develop predictive models and report insights.,3/31/2025,8/25/2025
J2351,Data Scientist,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/27/2025,8/26/2025
J2352,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/17/2025,6/11/2025
J2353,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/29/2025,8/27/2025
J2354,Marketing Specialist,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,3/26/2025,6/18/2025
J2355,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,2/9/2025,9/8/2025
J2356,Software Engineer,Da Nang,"Python, SQL, Power BI",Develop predictive models and report insights.,1/5/2025,7/20/2025
J2357,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,3/12/2025,9/3/2025
J2358,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/17/2025,8/31/2025
J2359,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/14/2025,9/4/2025
J2360,Data Analyst,Da Nang,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/26/2025,7/7/2025
J2361,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/26/2025,8/8/2025
J2362,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/14/2025,7/4/2025
J2363,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,2/12/2025,7/13/2025
J2364,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,3/7/2025,8/4/2025
J2365,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,2/2/2025,8/15/2025
J2366,Software Engineer,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,3/27/2025,7/24/2025
J2367,Data Scientist,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,1/6/2025,7/25/2025
J2368,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/21/2025,8/15/2025
J2369,Data Scientist,Ho Chi Minh,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/24/2025,8/17/2025
J2370,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/1/2025,7/30/2025
J2371,Software Engineer,Da Nang,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,1/26/2025,8/27/2025
J2372,Data Analyst,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,4/4/2025,6/24/2025
J2373,Marketing Specialist,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,2/10/2025,9/2/2025
J2374,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/24/2025,7/22/2025
J2375,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,1/9/2025,8/18/2025
J2376,Project Manager,Hanoi,"Java, SQL, Communication",Design and execute marketing campaigns.,4/7/2025,8/11/2025
J2377,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,4/2/2025,7/5/2025
J2378,Software Engineer,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/3/2025,8/9/2025
J2379,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/13/2025,9/4/2025
J2380,Software Engineer,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,2/13/2025,7/31/2025
J2381,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/31/2025,6/2/2025
J2382,Data Scientist,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,2/26/2025,6/29/2025
J2383,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/2/2025,9/3/2025
J2384,Project Manager,Da Nang,"Java, SQL, Communication",Manage project timelines and coordinate teams.,1/7/2025,7/11/2025
J2385,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,2/26/2025,6/27/2025
J2386,Data Analyst,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/1/2025,8/13/2025
J2387,Software Engineer,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,3/30/2025,6/3/2025
J2388,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/24/2025,8/27/2025
J2389,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/28/2025,7/16/2025
J2390,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,4/6/2025,7/3/2025
J2391,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,4/6/2025,7/14/2025
J2392,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/7/2025,7/22/2025
J2393,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,2/2/2025,7/11/2025
J2394,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/24/2025,8/30/2025
